ID,Restaurant Name,Menu URL,Address 1,Address 2,City,State,Zipcode,Display Phone,Lat,Long,
fa32542fc83996d2cc8635dfa81036e6385d1836,I Love Teriyaki,no website,2255 140th Ave NE,,Bellevue,WA,98005,4256492219,,,
d186f1ca8aec5061341c2e563a88a00a340adb0f,Thai Grill,http://thaigrillrestaurant.com/thaigrillrestaurant/index.php/menu,10666 NE 8th St,,Bellevue,WA,98004,4256371185,,,
75113138470c8fc281750fef2034be3c6abc894d,Top Gun Seafood Restaurant,http://www.topgunrestaurants.com/menus.shtml,12450 Se 38th St,,Bellevue,WA,98006,4256413386,,,
2caeca4b9534512630d982d314544682ced8b40e,Oma Bap,http://www.omabap.com/our-menu.html,120 Bellevue Way NE,,Bellevue,WA,98004,4254677000,,,
ce2bf2a186b30d8ff12f4124d075cbe2b4f93367,I Love Pho,http://ilovepho.com/home/our-menu,3900 Factoria Blvd SE,,Bellevue,WA,98006,4254016400,,,
337f25755acd46772c73f3c0898e418fe6d18e5e,Marinepolis Sushi Land,http://www.sushilandusa.com/,138 107th Ave NE,,Bellevue,WA,98004,4254552793,,,flash menu
f6cd6e493f614b41033a10d7ab6bc0f3e9b626bd,Chipotle,http://www.chipotle.com/en-US/menu/menu.aspx,1328 156th Ave NE,,Bellevue,WA,98008,4252140011,,,
d6dc3b33aa8153a490315efb3caaf058dc38f838,Pogacha Restaurant,http://www.pogacha.com/Bellevue/menu.aspx,119 106th Ave NE,,Bellevue,WA,98004,4254555670,,,
2ced920fe1ec0783bb7683fdfddc182012777e9b,Tokyo Stop Teriyaki,no website,1504 145th Pl SE,,Bellevue,WA,98007,4256533577,,,
, Pasta & Co,http://www.pastaco.com/food/food_current.shtml,10218 NE 8th St,,Bellevue,WA,98004,4254538760,,,
bd63fb1f6e246517807fc1abe9628bd60ca14ba0, Pagliacci Pizza,http://www.pagliacci.com/menu/index.html,563 Bellevue Square,,Bellevue,WA,98004,4254531717,,,
6aaa464c5f6e63fe3b36dccfa2b6d84119cdd7fc,Toy's Cafe,no website,129 106th Ave NE,,Bellevue,WA,98004,4254548815,,,
faed24f01eb1d70595a131d33e439b5c93a6c0ce,Little Taipei,http://www.yelp.com/biz_photos/little-taipei-bellevue?select=6Wa89I-7DAMXZLQYrvEhZA#6Wa89I-7DAMXZLQYrvEhZA,2245 140th Ave NE,,Bellevue,WA,98005,4257464764,,,
,Los Chilangos,oschilangos.com/specialties.html#menu,1829 130th Ave NE,,Bellevue,WA,98005,4252330972,,,Food Truck
5d95b85f15d81356b55480a4149934f7c033b645,Burgermaster,http://www.burgermaster.biz/bellevue,10606 NE Northup Way,,Bellevue,WA,98004,4258279566,,,
82a8e1acd252e4e45360e4f3d1bd8c31140034d2,Ivar's Seafood Bar,http://www.ivars.com/index.php?page=menus,1505 156th Ave NE,,Bellevue,WA,98007,4257476433,,,
7491e7d8533a6aeb4f94b10fa704e8fb94d5f67a,Rice 'n Spice Thai Cuisine,http://www.ricenspicethai.com/menu.html,1101 106th Ave NE,,Bellevue,WA,98004,4256359474,,,
f3e1e4961d7733f5a43849786b77da504167bbc8,Greenwood Mandarin Restaurant,no website,3303 156th Ave SE,,Bellevue,WA,98007,4257479888,,,
,King & I Thai Cuisine,http://www.king-and-i.us/menu.html,10509 Main St,,Bellevue,WA,98004,4254629337,,,
c66f8286e9062c53751f7d87c4438a6cf80fe434,Panera Bread,http://www.panerabread.com/menu/cafe/?ref=/menu/index.php,1100 Bellevue Way NE,,Bellevue,WA,98004,4254532600,,,
c4e65121b22456d95682d273af18376a6684e3bf,Thai Kitchen Restaurant,http://www.thethaikitchen.com/flash3.html,14115 NE 20th St,,Bellevue,WA,98007,4256419166,,,Flash menu
0d44f22b02639ba0b54b431a8f1bb6d0d609ef04,Wild Ginger,http://www.wildginger.net/Private-Events-And-Catering/Menus.aspx,11020 NE 6th St,,Bellevue,WA,98004,4254958889,,,
cc0c33520fafd2852c9e567efbd8ef0c85a4c6a2,Paldo Korean Restaurant,no website,549 156th Ave SE,,Bellevue,WA,98007,4256143888,,,
aac1a628e752e71eae3a90a69e9186535337d8ff,Briatore Pizza,http://www.briatorepizza.com/,13433 NE 20th St,,Bellevue,WA,98005,4257469100,,,flash menu
6b0eee41c6c2598da523d45c84c3409c774c3685,What the Pho!,http://www.whatthepho.net/menu.html,10680 NE 8th St,,Bellevue,WA,98004,4254625600,,,
0ce75019d949d087b78fa4355ca52e40bb537431,Blazing Bagels,http://www.blazingbagels.com/menu.htm,555 108th Ave NE,,Bellevue,WA,98004,4254548709,,,
5fbdaad77fbf71b03c01a3259e84066a27142d80,California Pizza Kitchen,http://www.cpk.com/menu/,595 106th Ave NE,,Bellevue,WA,98004,4254542545,,,
,Yang's Dumpling House,no website,509 156th Ave SE,,Bellevue,WA,98007,6264009256,,,
e650e7b9879b6e59fe00220fbfc1955b5849db2b,Tapatio,http://www.tapatiofactoria.com/tapatiomenu.pdf,3720 Factoria Blvd SE,,Bellevue,WA,98006,4253730855,,,
daa714ab9827b0a98c48ba8765cacdde0a9cd9ab,Teriyaki Express,no website,1425 130th Ave NE,,Bellevue,WA,98005,4254521300,,,
7987d1b3fb0c68deea51b0f73d98866c1efa7cf3,Goldbergs' Famous Delicatessen,http://www.goldbergsdeli.com/menu.html,3924 Factoria Blvd SE,,Bellevue,WA,98006,4256416622,,,
5efebc3d6df7fecc9e986bcbe3d1c5e15b8eed9e,The Cheesecake Factory,http://www.thecheesecakefactory.com/menu/welcome/Welcome,401 Bellevue Square,,Bellevue,WA,98004,4254506000,,,
56c5d81b10f3f4506ba8a1e93703283395254281,Joi's Chinese Seafood Restaurant,http://www.joisbellevue.com/en/menu,200 106th Ave NE,,Bellevue,WA,98004,4256371389,,,
,India King,http://indiaking.us/menu.php,1411 156th Ave NE,,Bellevue,WA,98007,4256532440,,,
7797d56f906d4323fb633b85c6357d18ac28f78a,Sushi Mojo,http://www.sushi-mojo.com/menu,1915 140th Ave NE,,Bellevue,WA,98005,4257466656,,,
1cfca7f82e7246e0c763cdb27557c2d3f71c6086,Chutneys Indian Restaurant,http://www.chutneys.com/menu/,938 110th Ave NE St,,Bellevue,WA,98004,4254670867,,,
9e6e73fa6f782541be361d55723a64b5f785308b,Topolino's Pizza,http://www.topolinopizza.com/pizza_menu.pdf,10621 NE 8th St,,Bellevue,WA,98004,4256377770,,,
20ab6c71f358b8c78dd65822bbe1f7a978bf2454,Rolls and Rolls Plus Sushi,http://rollsandrolls.blogspot.com/,11011 NE 12th St,,Bellevue,WA,98004,4254544313,,,
5d9646a8630f48cd4d8bd3d40d70c672778493de,101Yess,http://www.101yess.com/index.php?c=menu,12121 Northup Way,,Bellevue,WA,98005,4258958899,,,
698eaa16d78820e2bfb6f7622bfa64e23eed4624,Lunchbox Laboratory,http://lunchboxlaboratory.com/menu/,989 112th Ave NE,,Bellevue,WA,98004,4255052676,,,
c9df005cc1552c7d9509359402178d1b617cf3a6,Byblos Deli,http://byblosdeli.com/?page_id=69,14220 NE 20th St,,Bellevue,WA,98007,4254554355,,,
d362246ec7f7973128237b05eadce2186079ef62,Liebchen Delicatessen,no online menu,523 156th Ave SE,,Bellevue,WA,98007,4257467819,,,
3142a6155aaaf5dcad978bb66a02b19678e1a283, Thai Chef,no website,1645 140th Ave NE,,Bellevue,WA,98005,4255627955,,,
315005e19dd6f2715e9c84aae610daec0b22527b,Kobe Wellbeing Tonkatsu,http://www.koberestaurantwa.com/,850 110th Ave NE,,Bellevue,WA,98004,4254513888,,,
8b8110e430daa0a221162426e7f2bf6ce0b510f0,Pho All Day,no website,150 105th Ave NE,,Bellevue,WA,98004,4254678408,,,
9b758e3be739d23c1f86155461b5ad3dec3057a5,Blue Ginger Korean Grill & Sushi,no website,14045 NE 20th St,,Bellevue,WA,98007,4257461222,,,
7593e0d24eca406d3ccd1dbc3899e88f656c0c76,Piroshky Piroshky,no website,15600 NE 8th St,,Bellevue,WA,98008,4254019870,,,
e7bdc0e29997021f01a48820824974c5032b7e16,Wibbley's Gourmet Hamburgers,http://www.wibbleys.com/,2255 140th Ave NE,,Bellevue,WA,98005,4257477818,,,
8aaf159d266cf49618da6f4a2e51717475b9dc0f,Tasty Thai,no website,3700 128th Ave SE,,Bellevue,WA,98006,4256411900,,,
f55ad751938dd8f285b75b66aa83c493deae42af,Udupi Cafe and Chaat Corner,https://www.yubit.com/premium/udupicafe,14625 NE 24th St,,Bellevue,WA,98007,4254012009,,,
a5241e83e34f3e55c1cb95732d68d5ed43a7b160,South China Perry Ko's Restaurant,no website,5606 119th Ave SE,,Bellevue,WA,98006,4256435085,,,
3d435583cf9219ebce2fd447c42f0738adbe5919,Peking Wok,http://pekingwokbellevue.com/,12816 SE 38th St,,,,98006,4256431663,,,
4de38155ea1692a8f66b0d6f28ce066154a5a072,Café Pogacha,http://www.pogacha.com/issaquah/brunch-menu.aspx,10885 NE 4th St,,,,98004,4254500333,,,
e35463b2206529d091d9af4dcd494c1aa8ad547a, Boom Noodle,http://www.boomnoodle.com/v2/food.html,504 Bellevue Sq,,,,98004,4254536094,,,
76c55378f637a8dcaa641a657728b1dff099bd75,Little Garden,http://littlegardenchinese.com/our_menu,14725 NE 20th St,,,,98007,4256449038,,,
